ID,Pred
2019_1120_1251,0.7045
2019_1120_1257,0.746
2019_1120_1261,0.614
2019_1120_1266,0.6605
2019_1120_1268,0.609
2019_1120_1276,0.412
2019_1120_1277,0.4675
2019_1120_1278,0.838
2019_1120_1279,0.819
2019_1120_1280,0.6135
2019_1120_1285,0.924
2019_1120_1293,0.57
2019_1120_1295,0.94
2019_1120_1297,0.8805
2019_1120_1300,0.8725
2019_1120_1305,0.6145
2019_1120_1308,0.911
2019_1120_1314,0.795
2019_1120_1318,0.958
2019_1120_1326,0.814
2019_1120_1328,0.756
2019_1120_1330,0.8945
2019_1120_1332,0.7775
2019_1120_1341,0.9375
2019_1120_1345,0.472
2019_1120_1371,0.789
2019_1120_1385,0.805
2019_1120_1387,0.8495
2019_1120_1388,0.689
2019_1120_1393,0.7785
2019_1120_1396,0.809
2019_1120_1397,0.6255
2019_1120_1403,0.359
2019_1120_1414,0.816
2019_1120_1416,0.7
2019_1120_1429,0.649
2019_1120_1433,0.6955
2019_1120_1436,0.9105
2019_1120_1437,0.6755
2019_1120_1438,0.131
2019_1120_1439,0.4615
2019_1120_1449,0.824
2019_1120_1458,0.5145
2019_1120_1459,0.744
2019_1120_1463,0.891
2019_1124_1125,0.496
2019_1124_1133,0.8095
2019_1124_1138,0.1965
2019_1124_1153,0.1645
2019_1124_1159,0.7445
2019_1124_1181,0.0805
2019_1124_1192,0.6795
2019_1124_1196,0.511
2019_1124_1199,0.1865
2019_1124_1205,0.666
2019_1124_1209,0.6535
2019_1124_1211,0.0685
2019_1124_1222,0.1015
2019_1124_1233,0.6895
2019_1124_1234,0.584
2019_1124_1235,0.2755
2019_1124_1242,0.3655
2019_1124_1243,0.2455
2019_1124_1246,0.189
2019_1124_1251,0.5625
2019_1124_1257,0.484
2019_1124_1261,0.235
2019_1124_1266,0.403
2019_1124_1268,0.415
2019_1124_1276,0.195
2019_1124_1277,0.1085
2019_1124_1278,0.573
2019_1124_1279,0.5895
2019_1124_1280,0.2275
2019_1124_1285,0.669
2019_1124_1293,0.451
2019_1124_1295,0.6965
2019_1124_1297,0.6545
2019_1124_1300,0.813
2019_1124_1305,0.348
2019_1124_1308,0.545
2019_1124_1314,0.124
2019_1124_1318,0.654
2019_1124_1326,0.551
2019_1124_1328,0.4205
2019_1124_1330,0.5755
2019_1124_1332,0.494
2019_1124_1341,0.747
2019_1124_1345,0.1735
2019_1124_1371,0.5055
2019_1124_1385,0.59
2019_1124_1387,0.622
2019_1124_1388,0.4765
2019_1124_1393,0.824
2019_1124_1396,0.595
2019_1124_1397,0.237
2019_1124_1403,0.152
2019_1124_1414,0.576
2019_1124_1416,0.5235
2019_1124_1429,0.4085
2019_1124_1433,0.4255
2019_1124_1436,0.61
2019_1124_1437,0.364
2019_1124_1438,0.1065
2019_1124_1439,0.172
2019_1124_1449,0.554
2019_1124_1458,0.2865
2019_1124_1459,0.436
2019_1124_1463,0.6785
2019_1125_1133,0.7665
2019_1125_1138,0.15
2019_1125_1153,0.3185
2019_1125_1159,0.7555
2019_1125_1181,0.035
2019_1125_1192,0.861
2019_1125_1196,0.477
2019_1125_1199,0.295
2019_1125_1205,0.8095
2019_1125_1209,0.59
2019_1125_1211,0.0645
2019_1125_1222,0.18
2019_1125_1233,0.8885
2019_1125_1234,0.545
2019_1125_1235,0.427
2019_1125_1242,0.456
2019_1125_1243,0.3455
2019_1125_1246,0.332
2019_1125_1251,0.47
2019_1125_1257,0.3335
2019_1125_1261,0.361
2019_1125_1266,0.4945
2019_1125_1268,0.489
2019_1125_1276,0.3335
2019_1125_1277,0.16
2019_1125_1278,0.571
2019_1125_1279,0.5405
2019_1125_1280,0.426
2019_1125_1285,0.684
2019_1125_1293,0.404
2019_1125_1295,0.802
2019_1125_1297,0.68
2019_1125_1300,0.8385
2019_1125_1305,0.3845
2019_1125_1308,0.5395
2019_1125_1314,0.1365
2019_1125_1318,0.687
2019_1125_1326,0.5745
2019_1125_1328,0.496
2019_1125_1330,0.5485
2019_1125_1332,0.484
2019_1125_1341,0.787
2019_1125_1345,0.409
2019_1125_1371,0.5605
2019_1125_1385,0.573
2019_1125_1387,0.5965
2019_1125_1388,0.4265
2019_1125_1393,0.403
2019_1125_1396,0.852
2019_1125_1397,0.2455
2019_1125_1403,0.3705
2019_1125_1414,0.519
2019_1125_1416,0.448
2019_1125_1429,0.4085
2019_1125_1433,0.3665
2019_1125_1436,0.6205
2019_1125_1437,0.468
2019_1125_1438,0.127
2019_1125_1439,0.2195
2019_1125_1449,0.4815
2019_1125_1458,0.423
2019_1125_1459,0.474
2019_1125_1463,0.5935
2019_1133_1138,0.0535
2019_1133_1153,0.028
2019_1133_1159,0.396
2019_1133_1181,0.024
2019_1133_1192,0.5695
2019_1133_1196,0.118
2019_1133_1199,0.0625
2019_1133_1205,0.531
2019_1133_1209,0.326
2019_1133_1211,0.0345
2019_1133_1222,0.019
2019_1133_1233,0.6255
2019_1133_1234,0.133
2019_1133_1235,0.0295
2019_1133_1242,0.1245
2019_1133_1243,0.1275
2019_1133_1246,0.0485
2019_1133_1251,0.178
2019_1133_1257,0.097
2019_1133_1261,0.02
2019_1133_1266,0.099
2019_1133_1268,0.201
2019_1133_1276,0.0375
2019_1133_1277,0.008
2019_1133_1278,0.1855
2019_1133_1279,0.084
2019_1133_1280,0.037
2019_1133_1285,0.337
2019_1133_1293,0.127
2019_1133_1295,0.643
2019_1133_1297,0.338
2019_1133_1300,0.69
2019_1133_1305,0.0915
2019_1133_1308,0.149
2019_1133_1314,0.042
2019_1133_1318,0.2915
2019_1133_1326,0.155
2019_1133_1328,0.2235
2019_1133_1330,0.3765
2019_1133_1332,0.176
2019_1133_1341,0.6335
2019_1133_1345,0.0365
2019_1133_1371,0.119
2019_1133_1385,0.3125
2019_1133_1387,0.3755
2019_1133_1388,0.085
2019_1133_1393,0.192
2019_1133_1396,0.148
2019_1133_1397,0.014
2019_1133_1403,0.011
2019_1133_1414,0.293
2019_1133_1416,0.0595
2019_1133_1429,0.068
2019_1133_1433,0.2065
2019_1133_1436,0.3495
2019_1133_1437,0.0485
2019_1133_1438,0.007
2019_1133_1439,0.0315
2019_1133_1449,0.238
2019_1133_1458,0.058
2019_1133_1459,0.1545
2019_1133_1463,0.262
2019_1138_1153,0.5165
2019_1138_1159,0.976
2019_1138_1181,0.4055
2019_1138_1192,0.974
2019_1138_1196,0.722
2019_1138_1199,0.4435
2019_1138_1205,0.967
2019_1138_1209,0.9345
2019_1138_1211,0.344
2019_1138_1222,0.4185
2019_1138_1233,0.976
2019_1138_1234,0.672
2019_1138_1235,0.664
2019_1138_1242,0.5255
2019_1138_1243,0.6095
2019_1138_1246,0.502
2019_1138_1251,0.891
2019_1138_1257,0.669
2019_1138_1261,0.5565
2019_1138_1266,0.653
2019_1138_1268,0.6235
2019_1138_1276,0.376
2019_1138_1277,0.5005
2019_1138_1278,0.7685
2019_1138_1279,0.806
2019_1138_1280,0.644
2019_1138_1285,0.9695
2019_1138_1293,0.74
2019_1138_1295,0.8935
2019_1138_1297,0.943
2019_1138_1300,0.93
2019_1138_1305,0.6225
2019_1138_1308,0.7275
2019_1138_1314,0.4045
2019_1138_1318,0.955
2019_1138_1326,0.7585
2019_1138_1328,0.7405
2019_1138_1330,0.9225
2019_1138_1332,0.8735
2019_1138_1341,0.963
2019_1138_1345,0.605
2019_1138_1371,0.7885
2019_1138_1385,0.828
2019_1138_1387,0.887
2019_1138_1388,0.659
2019_1138_1393,0.67
2019_1138_1396,0.904
2019_1138_1397,0.5275
2019_1138_1403,0.181
2019_1138_1414,0.9175
2019_1138_1416,0.7725
2019_1138_1429,0.6625
2019_1138_1433,0.779
2019_1138_1436,0.9225
2019_1138_1437,0.655
2019_1138_1438,0.381
2019_1138_1439,0.528
2019_1138_1449,0.83
2019_1138_1458,0.5805
2019_1138_1459,0.704
2019_1138_1463,0.922
2019_1153_1159,0.9355
2019_1153_1181,0.2625
2019_1153_1192,0.967
2019_1153_1196,0.705
2019_1153_1199,0.4475
2019_1153_1205,0.9515
2019_1153_1209,0.872
2019_1153_1211,0.3545
2019_1153_1222,0.472
2019_1153_1233,0.908
2019_1153_1234,0.3015
2019_1153_1235,0.465
2019_1153_1242,0.531
2019_1153_1243,0.529
2019_1153_1246,0.547
2019_1153_1251,0.7735
2019_1153_1257,0.641
2019_1153_1261,0.54
2019_1153_1266,0.607
2019_1153_1268,0.594
2019_1153_1276,0.4145
2019_1153_1277,0.433
2019_1153_1278,0.846
2019_1153_1279,0.7365
2019_1153_1280,0.5615
2019_1153_1285,0.953
2019_1153_1293,0.631
2019_1153_1295,0.8585
2019_1153_1297,0.886
2019_1153_1300,0.941
2019_1153_1305,0.645
2019_1153_1308,0.6685
2019_1153_1314,0.3415
2019_1153_1318,0.87
2019_1153_1326,0.7505
2019_1153_1328,0.752
2019_1153_1330,0.884
2019_1153_1332,0.679
2019_1153_1341,0.944
2019_1153_1345,0.5615
2019_1153_1371,0.8045
2019_1153_1385,0.7685
2019_1153_1387,0.9115
2019_1153_1388,0.705
2019_1153_1393,0.6595
2019_1153_1396,0.7745
2019_1153_1397,0.4665
2019_1153_1403,0.38
2019_1153_1414,0.8805
2019_1153_1416,0.732
2019_1153_1429,0.62
2019_1153_1433,0.6905
2019_1153_1436,0.9185
2019_1153_1437,0.5425
2019_1153_1438,0.263
2019_1153_1439,0.485
2019_1153_1449,0.7105
2019_1153_1458,0.4875
2019_1153_1459,0.613
2019_1153_1463,0.8185
2019_1159_1181,0.001
2019_1159_1192,0.65
2019_1159_1196,0.245
2019_1159_1199,0.0845
2019_1159_1205,0.6505
2019_1159_1209,0.4305
2019_1159_1211,0.0235
2019_1159_1222,0.005
2019_1159_1233,0.695
2019_1159_1234,0.2605
2019_1159_1235,0.044
2019_1159_1242,0.147
2019_1159_1243,0.237
2019_1159_1246,0.084
2019_1159_1251,0.237
2019_1159_1257,0.222
2019_1159_1261,0.068
2019_1159_1266,0.235
2019_1159_1268,0.2885
2019_1159_1276,0.081
2019_1159_1277,0.004
2019_1159_1278,0.2635
2019_1159_1279,0.173
2019_1159_1280,0.061
2019_1159_1285,0.483
2019_1159_1293,0.2455
2019_1159_1295,0.6425
2019_1159_1297,0.481
2019_1159_1300,0.7935
2019_1159_1305,0.126
2019_1159_1308,0.176
2019_1159_1314,0.0255
2019_1159_1318,0.404
2019_1159_1326,0.3115
2019_1159_1328,0.2875
2019_1159_1330,0.371
2019_1159_1332,0.196
2019_1159_1341,0.663
2019_1159_1345,0.028
2019_1159_1371,0.2175
2019_1159_1385,0.2905
2019_1159_1387,0.3395
2019_1159_1388,0.1265
2019_1159_1393,0.293
2019_1159_1396,0.1895
2019_1159_1397,0.0045
2019_1159_1403,0.0575
2019_1159_1414,0.4315
2019_1159_1416,0.1665
2019_1159_1429,0.074
2019_1159_1433,0.303
2019_1159_1436,0.4165
2019_1159_1437,0.1525
2019_1159_1438,0.0085
2019_1159_1439,0.0305
2019_1159_1449,0.3065
2019_1159_1458,0.113
2019_1159_1459,0.158
2019_1159_1463,0.409
2019_1181_1192,0.996
2019_1181_1196,0.886
2019_1181_1199,0.757
2019_1181_1205,0.9935
2019_1181_1209,0.967
2019_1181_1211,0.5555
2019_1181_1222,0.654
2019_1181_1233,0.9715
2019_1181_1234,0.9185
2019_1181_1235,0.8555
2019_1181_1242,0.825
2019_1181_1243,0.742
2019_1181_1246,0.5965
2019_1181_1251,0.8805
2019_1181_1257,0.9295
2019_1181_1261,0.7885
2019_1181_1266,0.8765
2019_1181_1268,0.8715
2019_1181_1276,0.5495
2019_1181_1277,0.569
2019_1181_1278,0.932
2019_1181_1279,0.888
2019_1181_1280,0.8655
2019_1181_1285,0.9465
2019_1181_1293,0.884
2019_1181_1295,0.915
2019_1181_1297,0.9695
2019_1181_1300,0.959
2019_1181_1305,0.778
2019_1181_1308,0.819
2019_1181_1314,0.5925
2019_1181_1318,0.962
2019_1181_1326,0.907
2019_1181_1328,0.9285
2019_1181_1330,0.9375
2019_1181_1332,0.9395
2019_1181_1341,0.949
2019_1181_1345,0.8065
2019_1181_1371,0.9305
2019_1181_1385,0.8325
2019_1181_1387,0.9405
2019_1181_1388,0.8195
2019_1181_1393,0.904
2019_1181_1396,0.8855
2019_1181_1397,0.6565
2019_1181_1403,0.6085
2019_1181_1414,0.932
2019_1181_1416,0.9215
2019_1181_1429,0.7805
2019_1181_1433,0.8235
2019_1181_1436,0.9255
2019_1181_1437,0.799
2019_1181_1438,0.514
2019_1181_1439,0.6945
2019_1181_1449,0.874
2019_1181_1458,0.835
2019_1181_1459,0.7725
2019_1181_1463,0.9935
2019_1192_1196,0.214
2019_1192_1199,0.113
2019_1192_1205,0.427
2019_1192_1209,0.235
2019_1192_1211,0.001
2019_1192_1222,0.0085
2019_1192_1233,0.596
2019_1192_1234,0.235
2019_1192_1235,0.047
2019_1192_1242,0.185
2019_1192_1243,0.231
2019_1192_1246,0.0515
2019_1192_1251,0.117
2019_1192_1257,0.259
2019_1192_1261,0.0195
2019_1192_1266,0.2545
2019_1192_1268,0.347
2019_1192_1276,0.055
2019_1192_1277,0.0125
2019_1192_1278,0.4
2019_1192_1279,0.193
2019_1192_1280,0.054
2019_1192_1285,0.2865
2019_1192_1293,0.101
2019_1192_1295,0.4855
2019_1192_1297,0.2505
2019_1192_1300,0.632
2019_1192_1305,0.043
2019_1192_1308,0.163
2019_1192_1314,0.038
2019_1192_1318,0.2385
2019_1192_1326,0.396
2019_1192_1328,0.389
2019_1192_1330,0.313
2019_1192_1332,0.139
2019_1192_1341,0.832
2019_1192_1345,0.0415
2019_1192_1371,0.1855
2019_1192_1385,0.2075
2019_1192_1387,0.2975
2019_1192_1388,0.14
2019_1192_1393,0.3485
2019_1192_1396,0.1685
2019_1192_1397,0.004
2019_1192_1403,0.0465
2019_1192_1414,0.272
2019_1192_1416,0.1425
2019_1192_1429,0.0345
2019_1192_1433,0.197
2019_1192_1436,0.301
2019_1192_1437,0.141
2019_1192_1438,0.0035
2019_1192_1439,0.0095
2019_1192_1449,0.2765
2019_1192_1458,0.117
2019_1192_1459,0.151
2019_1192_1463,0.287
2019_1196_1199,0.3625
2019_1196_1205,0.7515
2019_1196_1209,0.7505
2019_1196_1211,0.177
2019_1196_1222,0.264
2019_1196_1233,0.7485
2019_1196_1234,0.5225
2019_1196_1235,0.421
2019_1196_1242,0.3915
2019_1196_1243,0.4495
2019_1196_1246,0.324
2019_1196_1251,0.5185
2019_1196_1257,0.606
2019_1196_1261,0.399
2019_1196_1266,0.58
2019_1196_1268,0.556
2019_1196_1276,0.197
2019_1196_1277,0.2815
2019_1196_1278,0.6845
2019_1196_1279,0.518
2019_1196_1280,0.33
2019_1196_1285,0.704
2019_1196_1293,0.4985
2019_1196_1295,0.8635
2019_1196_1297,0.756
2019_1196_1300,0.8655
2019_1196_1305,0.4325
2019_1196_1308,0.6025
2019_1196_1314,0.223
2019_1196_1318,0.7275
2019_1196_1326,0.544
2019_1196_1328,0.4545
2019_1196_1330,0.7675
2019_1196_1332,0.5615
2019_1196_1341,0.8215
2019_1196_1345,0.317
2019_1196_1371,0.482
2019_1196_1385,0.624
2019_1196_1387,0.767
2019_1196_1388,0.532
2019_1196_1393,0.5635
2019_1196_1396,0.582
2019_1196_1397,0.3685
2019_1196_1403,0.2555
2019_1196_1414,0.71
2019_1196_1416,0.5675
2019_1196_1429,0.4455
2019_1196_1433,0.467
2019_1196_1436,0.697
2019_1196_1437,0.4785
2019_1196_1438,0.075
2019_1196_1439,0.312
2019_1196_1449,0.534
2019_1196_1458,0.319
2019_1196_1459,0.436
2019_1196_1463,0.7695
2019_1199_1205,0.889
2019_1199_1209,0.8775
2019_1199_1211,0.3845
2019_1199_1222,0.4685
2019_1199_1233,0.888
2019_1199_1234,0.7195
2019_1199_1235,0.5725
2019_1199_1242,0.536
2019_1199_1243,0.565
2019_1199_1246,0.5385
2019_1199_1251,0.6985
2019_1199_1257,0.7
2019_1199_1261,0.5095
2019_1199_1266,0.6175
2019_1199_1268,0.6475
2019_1199_1276,0.4085
2019_1199_1277,0.503
2019_1199_1278,0.816
2019_1199_1279,0.734
2019_1199_1280,0.5435
2019_1199_1285,0.911
2019_1199_1293,0.69
2019_1199_1295,0.8785
2019_1199_1297,0.7765
2019_1199_1300,0.8975
2019_1199_1305,0.616
2019_1199_1308,0.7035
2019_1199_1314,0.4645
2019_1199_1318,0.905
2019_1199_1326,0.7845
2019_1199_1328,0.761
2019_1199_1330,0.83
2019_1199_1332,0.7085
2019_1199_1341,0.927
2019_1199_1345,0.441
2019_1199_1371,0.7425
2019_1199_1385,0.782
2019_1199_1387,0.8315
2019_1199_1388,0.6005
2019_1199_1393,0.665
2019_1199_1396,0.7525
2019_1199_1397,0.529
2019_1199_1403,0.383
2019_1199_1414,0.808
2019_1199_1416,0.6785
2019_1199_1429,0.608
2019_1199_1433,0.6775
2019_1199_1436,0.9355
2019_1199_1437,0.579
2019_1199_1438,0.324
2019_1199_1439,0.4925
2019_1199_1449,0.7225
2019_1199_1458,0.4995
2019_1199_1459,0.68
2019_1199_1463,0.801
2019_1205_1209,0.285
2019_1205_1211,0.0045
2019_1205_1222,0.0215
2019_1205_1233,0.589
2019_1205_1234,0.225
2019_1205_1235,0.067
2019_1205_1242,0.189
2019_1205_1243,0.233
2019_1205_1246,0.0605
2019_1205_1251,0.2315
2019_1205_1257,0.2975
2019_1205_1261,0.0195
2019_1205_1266,0.3025
2019_1205_1268,0.322
2019_1205_1276,0.0655
2019_1205_1277,0.0095
2019_1205_1278,0.3335
2019_1205_1279,0.159
2019_1205_1280,0.1035
2019_1205_1285,0.346
2019_1205_1293,0.1445
2019_1205_1295,0.629
2019_1205_1297,0.2935
2019_1205_1300,0.769
2019_1205_1305,0.088
2019_1205_1308,0.152
2019_1205_1314,0.0255
2019_1205_1318,0.3315
2019_1205_1326,0.323
2019_1205_1328,0.303
2019_1205_1330,0.3255
2019_1205_1332,0.176
2019_1205_1341,0.711
2019_1205_1345,0.033
2019_1205_1371,0.2055
2019_1205_1385,0.2335
2019_1205_1387,0.359
2019_1205_1388,0.127
2019_1205_1393,0.273
2019_1205_1396,0.109
2019_1205_1397,0.008
2019_1205_1403,0.0565
2019_1205_1414,0.357
2019_1205_1416,0.1485
2019_1205_1429,0.046
2019_1205_1433,0.2615
2019_1205_1436,0.4295
2019_1205_1437,0.1645
2019_1205_1438,0.0005
2019_1205_1439,0.0065
2019_1205_1449,0.2445
2019_1205_1458,0.093
2019_1205_1459,0.175
2019_1205_1463,0.3115
2019_1209_1211,0.021
2019_1209_1222,0.0295
2019_1209_1233,0.76
2019_1209_1234,0.3005
2019_1209_1235,0.078
2019_1209_1242,0.3015
2019_1209_1243,0.3555
2019_1209_1246,0.14
2019_1209_1251,0.49
2019_1209_1257,0.325
2019_1209_1261,0.072
2019_1209_1266,0.403
2019_1209_1268,0.341
2019_1209_1276,0.0985
2019_1209_1277,0.069
2019_1209_1278,0.3875
2019_1209_1279,0.2345
2019_1209_1280,0.1105
2019_1209_1285,0.505
2019_1209_1293,0.2395
2019_1209_1295,0.7805
2019_1209_1297,0.5755
2019_1209_1300,0.781
2019_1209_1305,0.18
2019_1209_1308,0.3415
2019_1209_1314,0.0775
2019_1209_1318,0.5615
2019_1209_1326,0.3925
2019_1209_1328,0.3905
2019_1209_1330,0.3785
2019_1209_1332,0.3435
2019_1209_1341,0.735
2019_1209_1345,0.056
2019_1209_1371,0.3445
2019_1209_1385,0.304
2019_1209_1387,0.5045
2019_1209_1388,0.2305
2019_1209_1393,0.243
2019_1209_1396,0.258
2019_1209_1397,0.0485
2019_1209_1403,0.11
2019_1209_1414,0.5025
2019_1209_1416,0.2835
2019_1209_1429,0.2045
2019_1209_1433,0.3065
2019_1209_1436,0.5565
2019_1209_1437,0.222
2019_1209_1438,0.034
2019_1209_1439,0.048
2019_1209_1449,0.445
2019_1209_1458,0.2315
2019_1209_1459,0.3685
2019_1209_1463,0.5465
2019_1211_1222,0.5775
2019_1211_1233,0.9875
2019_1211_1234,0.9255
2019_1211_1235,0.861
2019_1211_1242,0.782
2019_1211_1243,0.791
2019_1211_1246,0.5805
2019_1211_1251,0.8905
2019_1211_1257,0.8765
2019_1211_1261,0.799
2019_1211_1266,0.8615
2019_1211_1268,0.8635
2019_1211_1276,0.4985
2019_1211_1277,0.499
2019_1211_1278,0.9125
2019_1211_1279,0.914
2019_1211_1280,0.8865
2019_1211_1285,0.968
2019_1211_1293,0.872
2019_1211_1295,0.9555
2019_1211_1297,0.968
2019_1211_1300,0.9275
2019_1211_1305,0.733
2019_1211_1308,0.8335
2019_1211_1314,0.5375
2019_1211_1318,0.9715
2019_1211_1326,0.904
2019_1211_1328,0.893
2019_1211_1330,0.855
2019_1211_1332,0.8985
2019_1211_1341,0.9215
2019_1211_1345,0.787
2019_1211_1371,0.906
2019_1211_1385,0.8365
2019_1211_1387,0.8835
2019_1211_1388,0.7855
2019_1211_1393,0.8355
2019_1211_1396,0.8855
2019_1211_1397,0.5595
2019_1211_1403,0.556
2019_1211_1414,0.935
2019_1211_1416,0.8815
2019_1211_1429,0.7495
2019_1211_1433,0.7705
2019_1211_1436,0.953
2019_1211_1437,0.8105
2019_1211_1438,0.4435
2019_1211_1439,0.706
2019_1211_1449,0.866
2019_1211_1458,0.793
2019_1211_1459,0.775
2019_1211_1463,0.97
2019_1222_1233,0.925
2019_1222_1234,0.8105
2019_1222_1235,0.641
2019_1222_1242,0.6125
2019_1222_1243,0.7045
2019_1222_1246,0.1835
2019_1222_1251,0.819
2019_1222_1257,0.713
2019_1222_1261,0.589
2019_1222_1266,0.697
2019_1222_1268,0.6855
2019_1222_1276,0.4845
2019_1222_1277,0.5265
2019_1222_1278,0.7985
2019_1222_1279,0.8175
2019_1222_1280,0.6825
2019_1222_1285,0.922
2019_1222_1293,0.753
2019_1222_1295,0.834
2019_1222_1297,0.933
2019_1222_1300,0.958
2019_1222_1305,0.6395
2019_1222_1308,0.691
2019_1222_1314,0.464
2019_1222_1318,0.9305
2019_1222_1326,0.913
2019_1222_1328,0.7405
2019_1222_1330,0.952
2019_1222_1332,0.786
2019_1222_1341,0.9425
2019_1222_1345,0.5905
2019_1222_1371,0.808
2019_1222_1385,0.756
2019_1222_1387,0.8825
2019_1222_1388,0.6105
2019_1222_1393,0.704
2019_1222_1396,0.875
2019_1222_1397,0.587
2019_1222_1403,0.4715
2019_1222_1414,0.876
2019_1222_1416,0.6725
2019_1222_1429,0.592
2019_1222_1433,0.8175
2019_1222_1436,0.8685
2019_1222_1437,0.6645
2019_1222_1438,0.335
2019_1222_1439,0.5075
2019_1222_1449,0.7805
2019_1222_1458,0.5845
2019_1222_1459,0.6605
2019_1222_1463,0.937
2019_1233_1234,0.229
2019_1233_1235,0.0245
2019_1233_1242,0.1175
2019_1233_1243,0.208
2019_1233_1246,0.039
2019_1233_1251,0.1065
2019_1233_1257,0.281
2019_1233_1261,0.007
2019_1233_1266,0.2125
2019_1233_1268,0.2985
2019_1233_1276,0.05
2019_1233_1277,0.012
2019_1233_1278,0.268
2019_1233_1279,0.1495
2019_1233_1280,0.0325
2019_1233_1285,0.3055
2019_1233_1293,0.1225
2019_1233_1295,0.509
2019_1233_1297,0.2505
2019_1233_1300,0.6855
2019_1233_1305,0.0355
2019_1233_1308,0.0965
2019_1233_1314,0.0125
2019_1233_1318,0.193
2019_1233_1326,0.3295
2019_1233_1328,0.318
2019_1233_1330,0.3255
2019_1233_1332,0.0875
2019_1233_1341,0.562
2019_1233_1345,0.0085
2019_1233_1371,0.1675
2019_1233_1385,0.252
2019_1233_1387,0.2495
2019_1233_1388,0.1005
2019_1233_1393,0.2465
2019_1233_1396,0.161
2019_1233_1397,0.0125
2019_1233_1403,0.033
2019_1233_1414,0.244
2019_1233_1416,0.091
2019_1233_1429,0.033
2019_1233_1433,0.2215
2019_1233_1436,0.307
2019_1233_1437,0.059
2019_1233_1438,0.0085
2019_1233_1439,0.012
2019_1233_1449,0.1835
2019_1233_1458,0.057
2019_1233_1459,0.0785
2019_1233_1463,0.2775
2019_1234_1235,0.4635
2019_1234_1242,0.3865
2019_1234_1243,0.2915
2019_1234_1246,0.277
2019_1234_1251,0.4625
2019_1234_1257,0.4715
2019_1234_1261,0.29
2019_1234_1266,0.519
2019_1234_1268,0.494
2019_1234_1276,0.342
2019_1234_1277,0.0915
2019_1234_1278,0.5535
2019_1234_1279,0.5015
2019_1234_1280,0.392
2019_1234_1285,0.71
2019_1234_1293,0.3625
2019_1234_1295,0.758
2019_1234_1297,0.6925
2019_1234_1300,0.81
2019_1234_1305,0.2925
2019_1234_1308,0.464
2019_1234_1314,0.1235
2019_1234_1318,0.7245
2019_1234_1326,0.5385
2019_1234_1328,0.425
2019_1234_1330,0.6545
2019_1234_1332,0.4905
2019_1234_1341,0.7295
2019_1234_1345,0.354
2019_1234_1371,0.48
2019_1234_1385,0.514
2019_1234_1387,0.644
2019_1234_1388,0.4875
2019_1234_1393,0.513
2019_1234_1396,0.526
2019_1234_1397,0.054
2019_1234_1403,0.31
2019_1234_1414,0.5245
2019_1234_1416,0.4675
2019_1234_1429,0.3825
2019_1234_1433,0.395
2019_1234_1436,0.5985
2019_1234_1437,0.434
2019_1234_1438,0.167
2019_1234_1439,0.215
2019_1234_1449,0.496
2019_1234_1458,0.3715
2019_1234_1459,0.424
2019_1234_1463,0.6585
2019_1235_1242,0.445
2019_1235_1243,0.451
2019_1235_1246,0.377
2019_1235_1251,0.6135
2019_1235_1257,0.583
2019_1235_1261,0.443
2019_1235_1266,0.5425
2019_1235_1268,0.555
2019_1235_1276,0.314
2019_1235_1277,0.27
2019_1235_1278,0.6725
2019_1235_1279,0.6295
2019_1235_1280,0.485
2019_1235_1285,0.8685
2019_1235_1293,0.474
2019_1235_1295,0.9105
2019_1235_1297,0.8245
2019_1235_1300,0.902
2019_1235_1305,0.5705
2019_1235_1308,0.6415
2019_1235_1314,0.325
2019_1235_1318,0.867
2019_1235_1326,0.2365
2019_1235_1328,0.6145
2019_1235_1330,0.8235
2019_1235_1332,0.6575
2019_1235_1341,0.8975
2019_1235_1345,0.569
2019_1235_1371,0.637
2019_1235_1385,0.6535
2019_1235_1387,0.827
2019_1235_1388,0.5995
2019_1235_1393,0.576
2019_1235_1396,0.723
2019_1235_1397,0.414
2019_1235_1403,0.3055
2019_1235_1414,0.7365
2019_1235_1416,0.626
2019_1235_1429,0.546
2019_1235_1433,0.5775
2019_1235_1436,0.796
2019_1235_1437,0.5515
2019_1235_1438,0.144
2019_1235_1439,0.4545
2019_1235_1449,0.773
2019_1235_1458,0.453
2019_1235_1459,0.553
2019_1235_1463,0.899
2019_1242_1243,0.5475
2019_1242_1246,0.426
2019_1242_1251,0.627
2019_1242_1257,0.6745
2019_1242_1261,0.564
2019_1242_1266,0.6315
2019_1242_1268,0.5995
2019_1242_1276,0.4015
2019_1242_1277,0.3855
2019_1242_1278,0.7085
2019_1242_1279,0.594
2019_1242_1280,0.548
2019_1242_1285,0.779
2019_1242_1293,0.493
2019_1242_1295,0.846
2019_1242_1297,0.705
2019_1242_1300,0.925
2019_1242_1305,0.547
2019_1242_1308,0.629
2019_1242_1314,0.401
2019_1242_1318,0.876
2019_1242_1326,0.656
2019_1242_1328,0.5775
2019_1242_1330,0.8045
2019_1242_1332,0.572
2019_1242_1341,0.8265
2019_1242_1345,0.448
2019_1242_1371,0.6415
2019_1242_1385,0.667
2019_1242_1387,0.779
2019_1242_1388,0.5455
2019_1242_1393,0.628
2019_1242_1396,0.6415
2019_1242_1397,0.4325
2019_1242_1403,0.415
2019_1242_1414,0.6485
2019_1242_1416,0.655
2019_1242_1429,0.5335
2019_1242_1433,0.5945
2019_1242_1436,0.779
2019_1242_1437,0.5585
